GC_Content,AT_Content,Sequence_Length,Num_A,Num_T,Num_C,Num_G,kmer_3_freq,Mutation_Flag,Class_Label,Disease_Risk,Possible_Diseases
52.44,47.56,82,15,24,23,20,0.15,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.55,49.45,91,21,24,21,25,0.14,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.09,46.91,81,18,20,25,18,0.23,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
49.04,50.96,104,26,27,31,20,0.24,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.86,51.14,88,18,27,18,25,0.13,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.96,49.04,104,19,32,22,31,0.11,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
41.46,58.54,82,21,27,17,17,0.11,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.63,45.37,108,32,17,25,34,0.21,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.56,44.44,90,19,21,31,19,0.13,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,112,23,33,32,24,0.19,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.5,49.5,101,24,26,29,22,0.15,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.33,47.67,86,17,24,29,16,0.11,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
57.0,43.0,100,20,23,27,30,0.18,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.29,44.71,85,18,20,29,18,0.23,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.02,48.98,98,24,24,26,24,0.29,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.97,52.03,123,33,31,29,30,0.21,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
47.57,52.43,103,21,33,24,25,0.12,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
58.7,41.3,92,18,20,23,31,0.12,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
40.95,59.05,105,28,34,22,21,0.3,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
43.62,56.38,94,20,33,24,17,0.13,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.72,55.28,123,34,34,21,34,0.14,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
40.57,59.43,106,34,29,19,24,0.13,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
56.18,43.82,89,16,23,17,33,0.14,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.93,49.07,108,23,30,31,24,0.23,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
56.99,43.01,93,25,15,26,27,0.28,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.58,47.42,97,26,20,21,30,0.23,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.68,46.32,95,22,22,22,29,0.23,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
51.61,48.39,93,26,19,28,20,0.2,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.74,55.26,114,34,29,24,27,0.2,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.0,56.0,75,26,16,17,16,0.22,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
43.18,56.82,88,34,16,20,18,0.15,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,98,25,24,33,16,0.25,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.45,54.55,99,28,26,23,22,0.12,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.62,49.38,81,22,18,24,17,0.18,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.49,48.51,101,31,18,28,24,0.15,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.85,48.15,108,29,23,24,32,0.23,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.08,45.92,98,27,18,20,33,0.29,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.69,47.31,93,23,21,31,18,0.12,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
57.65,42.35,85,20,16,25,24,0.3,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
42.0,58.0,100,27,31,16,26,0.17,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.82,49.18,122,29,31,33,29,0.29,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
57.0,43.0,100,24,19,23,34,0.27,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.0,54.0,100,30,24,23,23,0.25,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.08,51.92,104,25,29,24,26,0.11,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.42,52.58,97,31,20,20,26,0.2,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.87,47.13,87,24,17,16,30,0.1,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.56,54.44,90,31,18,20,21,0.15,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
49.48,50.52,97,32,17,25,23,0.11,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
44.25,55.75,113,34,29,22,28,0.11,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
57.61,42.39,92,19,20,24,29,0.12,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
43.43,56.57,99,28,28,20,23,0.13,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.46,53.54,99,26,27,29,17,0.13,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.0,45.0,100,23,22,33,22,0.23,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.76,46.24,93,17,26,31,19,0.18,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.05,45.95,111,21,30,26,34,0.23,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.48,49.52,105,29,23,33,20,0.24,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,96,32,16,32,16,0.22,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.33,48.67,113,34,21,34,24,0.23,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
38.38,61.62,99,29,32,23,15,0.11,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.06,48.94,94,20,26,15,33,0.19,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.41,46.59,88,21,20,30,17,0.18,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.98,51.02,98,20,30,24,24,0.18,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.22,47.78,90,17,26,20,27,0.2,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.53,49.47,95,27,20,25,23,0.21,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.39,45.61,114,20,32,34,28,0.12,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,92,17,29,29,17,0.18,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
42.55,57.45,94,21,33,19,21,0.12,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.36,53.64,110,33,26,19,32,0.25,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
59.49,40.51,79,17,15,21,26,0.26,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.78,47.22,108,32,19,25,32,0.19,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
47.41,52.59,116,30,31,30,25,0.11,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
42.86,57.14,91,26,26,19,20,0.19,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
63.74,36.26,91,16,17,31,27,0.26,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.83,54.17,96,23,29,28,16,0.2,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.78,45.22,115,29,23,30,33,0.15,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.0,50.0,86,21,22,28,15,0.13,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
55.14,44.86,107,20,28,32,27,0.2,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.29,45.71,105,32,16,28,29,0.21,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
52.27,47.73,88,27,15,30,16,0.25,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.85,46.15,104,33,15,33,23,0.14,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.91,49.09,110,24,30,27,29,0.11,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.55,45.45,110,22,28,28,32,0.22,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.21,50.79,126,31,33,34,28,0.14,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
46.23,53.77,106,28,29,29,20,0.16,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.37,54.63,108,29,30,17,32,0.27,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.0,47.0,100,19,28,24,29,0.22,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.49,49.51,103,17,34,25,27,0.3,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.89,51.11,90,28,18,16,28,0.2,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.12,46.88,128,30,30,34,34,0.17,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
45.65,54.35,92,25,25,18,24,0.27,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.56,44.44,108,17,31,27,33,0.2,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.55,49.45,91,15,30,26,20,0.27,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
51.02,48.98,98,25,23,19,31,0.27,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
36.96,63.04,92,33,25,17,17,0.11,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
62.14,37.86,103,23,16,32,32,0.11,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.48,50.52,97,30,19,20,28,0.2,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.14,44.86,107,22,26,32,27,0.25,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.83,47.17,106,22,28,23,33,0.19,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,104,25,27,34,18,0.2,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
61.05,38.95,95,17,20,25,33,0.25,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
56.94,43.06,72,16,15,17,24,0.23,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.94,53.06,98,18,34,20,26,0.18,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.92,48.08,104,18,32,31,23,0.21,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.45,54.55,99,26,28,17,28,0.13,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.64,55.36,112,29,33,19,31,0.28,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
37.23,62.77,94,32,27,18,17,0.14,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
44.83,55.17,87,23,25,20,19,0.12,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.94,51.06,94,20,28,18,28,0.18,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.17,45.83,120,24,31,31,34,0.16,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
46.79,53.21,109,32,26,23,28,0.14,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
41.67,58.33,96,23,33,24,16,0.3,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
52.0,48.0,100,17,31,28,24,0.1,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
41.05,58.95,95,23,33,19,20,0.17,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.47,46.53,101,21,26,33,21,0.13,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.16,55.84,77,23,20,19,15,0.25,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
57.73,42.27,97,25,16,33,23,0.25,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.51,50.49,103,34,18,29,22,0.11,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
38.89,61.11,90,31,24,15,20,0.14,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.81,45.19,104,17,30,23,34,0.24,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.32,53.68,95,31,20,28,16,0.13,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.31,51.69,89,29,17,25,18,0.27,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
45.24,54.76,84,19,27,19,19,0.14,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.3,48.7,115,26,30,30,29,0.16,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
52.69,47.31,93,23,21,22,27,0.21,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.59,49.41,85,20,22,28,15,0.14,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.89,49.11,112,21,34,27,30,0.29,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
46.24,53.76,93,31,19,17,26,0.19,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
57.01,42.99,107,29,17,31,30,0.28,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
37.5,62.5,96,26,34,21,15,0.24,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
47.79,52.21,113,32,27,23,31,0.3,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.48,47.52,101,25,23,27,26,0.16,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.31,51.69,89,22,24,28,15,0.15,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
42.59,57.41,108,31,31,25,21,0.2,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
43.81,56.19,105,29,30,19,27,0.19,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
